id,plot_id,agent_id,visited_at,outcome,notes
448,429,11,2025-03-09 10:45:00,partial,Only half the plot surveyed
449,405,2,2024-09-21 07:45:00,completed,Soil sample collected
450,189,21,2026-07-20 12:45:00,completed,Discussed input costs
451,352,16,2026-07-19 08:15:00,completed,Pest damage observed on eastern edge
452,399,19,2025-11-18 09:45:00,completed,
453,101,23,2026-02-10 10:15:00,completed,Recommended fertiliser top-up
454,405,2,2024-03-15 15:00:00,completed,Pest damage observed on eastern edge
455,134,21,2026-02-09 12:45:00,completed,Discussed input costs
456,200,11,2025-07-02 10:15:00,completed,Discussed input costs
457,53,24,2025-01-23 13:30:00,completed,
458,266,12,2024-04-01 12:00:00,completed,
459,396,2,2026-01-02 10:30:00,completed,Advised on irrigation schedule
460,450,8,2024-04-19 14:45:00,completed,Soil sample collected
461,268,11,2025-01-01 11:00:00,completed,Discussed input costs
462,108,1,2025-09-20 14:00:00,completed,Discussed input costs
463,104,4,2026-01-10 09:30:00,completed,Soil sample collected
464,419,13,2025-12-19 13:45:00,rescheduled,Farmer requested a later date
465,9,9,2024-04-05 18:00:00,completed,Advised on irrigation schedule
466,19,8,2025-05-09 16:00:00,completed,
467,288,8,2024-07-05 07:30:00,completed,Soil sample collected
468,433,21,2025-07-04 09:30:00,completed,
469,214,2,2024-03-18 16:45:00,farmer_absent,
470,276,2,2024-03-19 09:45:00,farmer_absent,Could not reach farmer by phone
471,380,9,2025-02-11 12:45:00,partial,Sensor check pending
472,404,19,2026-02-18 09:30:00,partial,Only half the plot surveyed
473,43,14,2025-09-13 09:00:00,cancelled,Farmer withdrew from programme
474,80,12,2024-11-03 16:15:00,completed,Soil sample collected
475,68,7,2024-05-23 12:00:00,completed,Discussed input costs
476,175,11,2024-11-09 13:15:00,completed,Recommended fertiliser top-up
477,156,25,2025-07-20 16:45:00,completed,Soil sample collected
478,217,15,2024-11-05 14:30:00,completed,Pest damage observed on eastern edge
479,383,19,2024-04-05 18:15:00,cancelled,"Duplicate visit, cancelled"
480,108,3,2025-02-27 09:00:00,farmer_absent,"Nobody at site, left advisory note"
481,429,7,2024-12-06 17:00:00,completed,Advised on irrigation schedule
482,31,13,2026-05-19 10:45:00,completed,Pest damage observed on eastern edge
483,105,21,2025-08-31 15:15:00,farmer_absent,
484,266,12,2026-02-19 09:30:00,completed,Discussed input costs
485,134,21,2025-01-21 11:45:00,completed,Pest damage observed on eastern edge
486,442,2,2025-09-20 16:00:00,completed,
487,196,18,2025-12-16 08:45:00,completed,Pest damage observed on eastern edge
488,368,6,2024-10-28 09:00:00,completed,Soil sample collected
489,102,7,2025-01-18 16:15:00,partial,Only half the plot surveyed
490,167,8,2025-01-06 16:15:00,farmer_absent,"Nobody at site, left advisory note"
491,52,24,2025-06-08 12:00:00,completed,Soil sample collected
492,284,18,2026-03-25 09:30:00,completed,Soil sample collected
493,405,2,2025-09-26 11:30:00,completed,
494,372,17,2026-01-07 13:30:00,completed,Crop looks healthy
495,293,4,2025-01-05 14:00:00,completed,
496,310,19,2025-05-27 09:15:00,completed,Pest damage observed on eastern edge
497,29,22,2024-12-17 15:45:00,farmer_absent,"Nobody at site, left advisory note"
498,252,7,2026-03-31 15:15:00,completed,Crop looks healthy
499,416,22,2024-07-10 09:30:00,completed,Crop looks healthy
500,281,7,2026-07-05 15:45:00,completed,
501,266,12,2025-08-27 10:30:00,completed,Discussed input costs
502,95,25,2026-06-18 07:15:00,completed,Recommended fertiliser top-up
503,121,21,2026-05-28 16:30:00,completed,Advised on irrigation schedule
504,178,6,2026-01-16 16:00:00,completed,Pest damage observed on eastern edge
505,330,17,2024-10-09 08:30:00,completed,Recommended fertiliser top-up
506,335,17,2026-02-03 16:15:00,cancelled,
507,241,24,2026-05-16 08:15:00,completed,Pest damage observed on eastern edge
508,375,8,2026-03-11 17:45:00,completed,Pest damage observed on eastern edge
509,28,13,2026-04-23 13:45:00,completed,Pest damage observed on eastern edge
510,22,8,2025-05-19 18:30:00,completed,
511,128,5,2026-07-13 16:15:00,completed,Discussed input costs
512,107,7,2025-05-10 17:30:00,farmer_absent,Farmer not present at plot
513,77,19,2026-02-20 08:30:00,completed,
514,321,7,2024-03-22 16:30:00,partial,Ran out of daylight
515,306,5,2026-08-02 10:30:00,partial,Sensor check pending
516,370,13,2024-04-12 08:00:00,rescheduled,"Heavy rain, rescheduled"
517,367,2,2026-04-10 18:45:00,rescheduled,Farmer requested a later date
518,118,4,2026-03-27 10:45:00,partial,
519,168,24,2025-10-09 09:15:00,rescheduled,"Plot inaccessible, will revisit"
520,39,25,2026-03-13 09:45:00,partial,Farmer left midway
521,64,15,2025-04-16 15:45:00,completed,Pest damage observed on eastern edge
522,307,25,2024-08-13 08:45:00,completed,Crop looks healthy
523,212,3,2024-03-22 15:00:00,completed,Recommended fertiliser top-up
524,443,24,2026-01-04 18:30:00,completed,Crop looks healthy
525,64,23,2025-06-30 16:45:00,completed,Recommended fertiliser top-up
526,319,25,2024-12-23 12:30:00,completed,Pest damage observed on eastern edge
527,127,6,2026-04-01 11:45:00,completed,Advised on irrigation schedule
528,23,6,2024-05-25 15:00:00,completed,Crop looks healthy
529,413,14,2025-01-29 08:45:00,completed,Advised on irrigation schedule
530,251,8,2025-02-08 15:00:00,rescheduled,"Plot inaccessible, will revisit"
531,230,1,2024-03-13 08:30:00,farmer_absent,
532,44,11,2025-06-27 08:15:00,completed,Soil sample collected
533,171,16,2024-05-09 12:30:00,completed,Soil sample collected
534,411,16,2024-08-29 07:00:00,completed,Pest damage observed on eastern edge
535,179,7,2025-05-19 18:45:00,completed,
536,16,7,2026-04-18 07:30:00,completed,Soil sample collected
537,311,13,2026-03-12 14:30:00,rescheduled,
538,224,3,2025-08-23 08:15:00,rescheduled,
539,10,2,2026-06-22 13:45:00,completed,Recommended fertiliser top-up
540,170,21,2024-12-24 08:00:00,completed,
541,342,19,2026-07-12 18:30:00,completed,Advised on irrigation schedule
542,421,2,2025-01-09 12:15:00,completed,Advised on irrigation schedule
543,163,6,2026-07-07 16:00:00,rescheduled,"Plot inaccessible, will revisit"
544,332,20,2024-04-30 13:45:00,completed,Advised on irrigation schedule
545,102,7,2024-09-17 13:45:00,completed,Recommended fertiliser top-up
546,53,24,2026-05-10 10:45:00,completed,Crop looks healthy
547,249,23,2025-12-08 09:30:00,completed,Soil sample collected
548,378,22,2024-10-03 16:30:00,completed,Advised on irrigation schedule
549,313,16,2026-06-12 11:15:00,cancelled,Plot no longer under cultivation
550,14,7,2025-03-10 15:15:00,completed,
551,29,22,2024-10-07 07:30:00,completed,Advised on irrigation schedule
552,121,21,2026-03-22 08:45:00,partial,
553,258,21,2024-12-26 17:00:00,rescheduled,Farmer requested a later date
554,280,9,2025-10-12 09:15:00,farmer_absent,
555,183,24,2025-01-12 15:30:00,completed,Crop looks healthy
556,277,16,2025-11-27 07:45:00,completed,
557,342,13,2024-04-09 13:00:00,completed,
558,47,22,2026-05-25 15:45:00,completed,Recommended fertiliser top-up
559,406,5,2025-01-23 09:45:00,farmer_absent,
560,297,22,2024-04-03 17:00:00,completed,Discussed input costs
561,118,7,2024-06-01 16:45:00,completed,
562,23,9,2026-02-19 11:15:00,completed,
563,182,4,2024-06-13 16:45:00,completed,Crop looks healthy
564,310,23,2024-11-02 16:45:00,completed,Soil sample collected
565,369,24,2026-07-24 14:30:00,completed,
566,6,21,2026-05-07 09:15:00,partial,Sensor check pending
567,297,2,2025-11-11 15:15:00,completed,Soil sample collected
568,137,13,2024-11-29 13:15:00,partial,Farmer left midway
569,246,22,2025-05-21 16:00:00,completed,Advised on irrigation schedule
570,46,9,2024-04-22 16:15:00,completed,Pest damage observed on eastern edge
571,421,23,2025-06-28 10:15:00,completed,
572,1,5,2026-07-06 12:00:00,completed,Crop looks healthy
573,85,7,2024-07-12 14:15:00,completed,Advised on irrigation schedule
574,220,11,2024-03-09 18:30:00,completed,
575,206,16,2024-07-07 14:00:00,farmer_absent,"Nobody at site, left advisory note"
576,359,14,2025-02-06 18:00:00,rescheduled,
577,427,1,2025-11-14 14:30:00,completed,Advised on irrigation schedule
578,404,19,2024-11-20 13:45:00,partial,
579,217,20,2024-10-09 16:15:00,completed,
580,357,24,2025-10-04 13:30:00,completed,Advised on irrigation schedule
581,168,24,2025-10-02 17:00:00,completed,Pest damage observed on eastern edge
582,370,20,2024-09-23 07:45:00,partial,Ran out of daylight
583,357,23,2026-07-05 08:00:00,completed,
584,350,9,2024-04-19 15:45:00,completed,Discussed input costs
585,128,5,2026-05-09 16:30:00,completed,Crop looks healthy
586,195,2,2026-07-25 17:30:00,rescheduled,"Plot inaccessible, will revisit"
587,272,9,2026-02-17 11:45:00,partial,Sensor check pending
588,403,18,2024-11-29 13:45:00,completed,Discussed input costs
589,405,2,2026-08-05 11:30:00,completed,Discussed input costs
590,251,21,2025-02-15 16:45:00,farmer_absent,Could not reach farmer by phone
591,394,9,2026-02-04 15:00:00,completed,Soil sample collected
592,439,17,2024-05-23 13:15:00,rescheduled,"Heavy rain, rescheduled"
593,395,4,2026-06-25 13:30:00,completed,Discussed input costs
594,118,1,2024-09-07 13:15:00,rescheduled,Farmer requested a later date
595,90,9,2024-06-30 14:45:00,partial,Farmer left midway
596,356,21,2025-07-05 12:00:00,completed,Advised on irrigation schedule
597,41,11,2026-05-17 15:30:00,completed,
598,31,13,2026-05-01 16:45:00,completed,
599,287,13,2026-02-23 16:30:00,completed,Crop looks healthy
600,411,16,2024-08-14 11:15:00,completed,
