id,plot_id,issued_at,category,severity,acknowledged_at
441,315,2025-03-16 19:20:00,irrigation,urgent,
442,58,2024-08-26 12:20:00,disease,warning,
443,434,2025-04-04 08:30:00,nutrient,info,2025-04-07 19:30:00
444,413,2025-01-30 08:00:00,irrigation,urgent,
445,398,2024-08-11 06:10:00,weather,info,2024-08-13 23:10:00
446,34,2025-03-18 20:10:00,irrigation,warning,2025-03-22 20:10:00
447,263,2026-01-04 12:10:00,nutrient,warning,
448,8,2025-12-05 08:10:00,weather,warning,
449,58,2025-08-27 11:40:00,pest,urgent,
450,96,2025-02-07 09:30:00,pest,info,2025-02-08 07:30:00
451,135,2026-06-11 10:10:00,harvest,urgent,2026-06-15 07:10:00
452,183,2025-05-15 19:10:00,pest,info,
453,11,2026-06-23 20:50:00,pest,warning,
454,290,2026-01-11 10:20:00,weather,info,
455,330,2026-06-03 06:40:00,pest,warning,
456,325,2026-03-25 09:20:00,harvest,warning,2026-03-28 13:20:00
457,377,2025-01-25 20:10:00,weather,urgent,
458,209,2026-01-22 10:10:00,irrigation,info,
459,407,2026-03-25 10:20:00,harvest,info,
460,331,2024-09-29 11:10:00,pest,warning,2024-10-02 19:10:00
461,19,2026-02-03 14:30:00,disease,warning,2026-02-05 15:30:00
462,26,2025-04-20 05:10:00,disease,warning,2025-04-23 17:10:00
463,29,2026-03-17 06:00:00,disease,warning,
464,201,2025-06-21 09:00:00,weather,warning,2025-06-24 07:00:00
465,16,2026-08-09 15:30:00,pest,warning,2026-08-09 23:30:00
466,254,2025-12-13 09:20:00,pest,critical,2025-12-13 11:20:00
467,409,2025-05-04 11:40:00,harvest,warning,2025-05-04 16:40:00
468,232,2026-02-25 10:00:00,nutrient,info,
469,290,2026-07-08 20:00:00,pest,warning,2026-07-09 20:00:00
470,13,2025-12-03 15:50:00,pest,urgent,
471,254,2026-04-28 10:40:00,nutrient,urgent,
472,428,2026-08-13 19:20:00,disease,info,2026-08-14 14:20:00
473,389,2025-10-15 14:10:00,nutrient,info,2025-10-19 01:10:00
474,8,2026-03-25 15:10:00,pest,info,
475,73,2024-07-30 05:40:00,nutrient,info,
476,409,2025-04-21 10:30:00,nutrient,warning,2025-04-22 10:30:00
477,329,2024-11-17 16:20:00,nutrient,info,
478,210,2026-05-31 19:40:00,harvest,urgent,2026-05-31 23:40:00
479,69,2025-11-16 16:50:00,pest,info,
480,196,2026-07-13 09:00:00,irrigation,info,
481,275,2025-01-01 07:10:00,harvest,urgent,2025-01-03 11:10:00
482,147,2024-07-30 18:20:00,harvest,warning,2024-08-02 12:20:00
483,216,2026-04-12 11:30:00,weather,info,2026-04-12 13:30:00
484,270,2025-11-17 14:30:00,disease,info,
485,225,2024-10-15 07:40:00,weather,info,2024-10-16 21:40:00
486,434,2025-01-16 09:00:00,weather,warning,2025-01-18 13:00:00
487,378,2024-08-06 11:30:00,disease,warning,
488,427,2026-01-29 15:10:00,irrigation,info,2026-01-31 23:10:00
489,230,2026-07-10 10:00:00,nutrient,info,
490,164,2025-11-12 18:10:00,disease,info,
491,34,2026-03-02 11:50:00,harvest,warning,
492,76,2026-08-05 16:20:00,pest,info,2026-08-06 20:20:00
493,32,2026-07-29 05:40:00,harvest,warning,2026-07-30 19:40:00
494,366,2025-07-03 19:10:00,pest,warning,
495,265,2025-03-04 07:00:00,pest,info,2025-03-04 08:00:00
496,297,2026-05-17 17:40:00,disease,urgent,2026-05-19 00:40:00
497,351,2025-03-31 11:30:00,weather,urgent,2025-04-03 08:30:00
498,373,2025-05-06 06:30:00,irrigation,info,
499,154,2025-02-09 07:40:00,nutrient,warning,
500,126,2026-07-09 06:00:00,weather,critical,2026-07-12 10:00:00
