id,plot_id,reading_type,value,recorded_at
1567,402,rainfall,42.94,2026-03-28 07:00:00
1568,99,humidity,43.18,2025-10-09 15:00:00
1569,384,soil_moisture,30.58,2025-08-17 07:00:00
1570,309,humidity,36.64,2026-04-08 12:00:00
1571,7,soil_moisture,39.72,2025-12-16 22:00:00
1572,165,temperature,21.15,2025-07-02 02:00:00
1573,402,humidity,53.63,2026-03-30 02:00:00
1574,166,rainfall,0.0,2025-11-29 11:00:00
1575,386,humidity,74.52,2026-04-05 04:00:00
1576,212,humidity,55.63,2025-11-17 10:00:00
1577,396,soil_moisture,30.58,2025-07-06 00:00:00
1578,322,soil_moisture,16.03,2026-01-18 12:00:00
1579,288,soil_moisture,34.32,2025-07-07 02:00:00
1580,177,soil_moisture,25.77,2026-03-13 11:00:00
1581,296,temperature,32.06,2025-08-20 06:00:00
1582,311,rainfall,41.72,2025-10-07 10:00:00
1583,368,humidity,72.32,2026-03-06 04:00:00
1584,191,temperature,31.73,2026-04-07 19:00:00
1585,447,soil_moisture,27.08,2025-09-20 10:00:00
1586,9,temperature,31.09,2025-09-19 03:00:00
1587,76,soil_moisture,24.44,2026-04-16 13:00:00
1588,151,rainfall,33.05,2026-03-16 14:00:00
1589,204,temperature,35.05,2025-08-23 12:00:00
1590,292,soil_moisture,41.14,2025-09-24 02:00:00
1591,73,humidity,78.6,2025-10-08 10:00:00
1592,117,temperature,23.04,2025-08-22 01:00:00
1593,324,humidity,65.43,2026-01-26 13:00:00
1594,403,soil_moisture,43.71,2025-11-05 19:00:00
1595,283,humidity,62.81,2026-02-23 00:00:00
1596,324,soil_moisture,21.1,2026-01-27 07:00:00
1597,157,soil_moisture,27.25,2026-01-19 20:00:00
1598,159,temperature,30.74,2025-09-20 08:00:00
1599,298,humidity,52.62,2025-09-12 12:00:00
1600,367,soil_moisture,46.17,2025-11-22 23:00:00
1601,128,humidity,45.06,2025-07-11 10:00:00
1602,82,temperature,29.42,2026-02-21 17:00:00
1603,367,temperature,32.3,2025-11-22 12:00:00
1604,321,soil_moisture,34.71,2025-09-11 07:00:00
1605,72,humidity,50.44,2025-08-20 23:00:00
1606,142,soil_moisture,39.36,2025-11-15 14:00:00
1607,151,rainfall,0.0,2026-03-17 12:00:00
1608,294,humidity,40.49,2026-01-05 12:00:00
1609,402,soil_moisture,26.98,2026-03-28 08:00:00
1610,212,soil_moisture,40.06,2025-11-18 05:00:00
1611,78,rainfall,52.31,2025-09-25 12:00:00
1612,444,humidity,53.43,2025-12-12 11:00:00
1613,136,temperature,34.59,2025-11-11 08:00:00
1614,97,temperature,32.17,2026-02-14 14:00:00
1615,222,soil_moisture,42.4,2025-10-15 03:00:00
1616,326,humidity,55.05,2026-03-27 09:00:00
1617,140,temperature,29.72,2025-09-14 08:00:00
1618,210,soil_moisture,39.18,2025-11-04 10:00:00
1619,192,soil_moisture,35.04,2026-01-19 03:00:00
1620,222,temperature,27.29,2025-10-17 10:00:00
1621,30,soil_moisture,33.45,2025-08-19 23:00:00
1622,128,soil_moisture,39.35,2025-07-09 07:00:00
1623,18,soil_moisture,40.07,2026-03-17 12:00:00
1624,308,rainfall,36.25,2025-12-26 14:00:00
1625,371,rainfall,31.19,2026-03-31 22:00:00
1626,50,humidity,46.95,2026-03-10 04:00:00
1627,370,humidity,53.7,2025-07-09 01:00:00
1628,402,humidity,59.96,2026-03-29 14:00:00
1629,424,rainfall,51.7,2026-01-05 11:00:00
1630,47,temperature,32.66,2025-10-04 13:00:00
1631,48,humidity,46.65,2025-12-30 06:00:00
1632,449,rainfall,44.72,2025-09-15 10:00:00
1633,285,rainfall,0.0,2025-09-05 01:00:00
1634,273,rainfall,0.0,2026-01-06 07:00:00
1635,226,temperature,30.65,2026-04-22 03:00:00
1636,43,temperature,19.31,2025-09-12 18:00:00
1637,191,soil_moisture,35.98,2026-04-08 05:00:00
1638,115,temperature,27.58,2025-10-26 05:00:00
1639,308,temperature,24.84,2025-12-27 18:00:00
1640,346,humidity,68.24,2025-09-25 14:00:00
1641,331,temperature,22.97,2026-04-11 08:00:00
1642,18,soil_moisture,40.72,2026-03-16 13:00:00
1643,97,humidity,64.22,2026-02-15 01:00:00
1644,293,rainfall,0.0,2026-02-08 22:00:00
1645,285,temperature,31.16,2025-09-05 03:00:00
1646,353,humidity,44.42,2026-03-18 03:00:00
1647,376,rainfall,0.0,2025-09-15 02:00:00
1648,223,temperature,21.78,2025-12-13 21:00:00
1649,114,temperature,24.73,2026-04-19 05:00:00
1650,4,humidity,51.54,2026-04-13 11:00:00
1651,263,soil_moisture,27.35,2025-12-22 15:00:00
1652,310,soil_moisture,36.6,2025-12-23 13:00:00
1653,160,soil_moisture,37.97,2026-04-15 05:00:00
1654,340,humidity,49.07,2025-12-26 01:00:00
1655,385,rainfall,0.0,2026-03-22 14:00:00
1656,47,temperature,32.08,2025-10-05 16:00:00
1657,157,humidity,35.39,2026-01-19 14:00:00
1658,190,humidity,36.03,2026-02-09 02:00:00
1659,386,temperature,28.73,2026-04-04 05:00:00
1660,437,soil_moisture,43.3,2025-10-04 11:00:00
1661,446,temperature,25.88,2026-04-21 12:00:00
1662,117,humidity,38.12,2025-08-23 12:00:00
1663,335,humidity,71.23,2025-09-03 22:00:00
1664,71,rainfall,0.0,2025-10-03 14:00:00
1665,282,temperature,31.71,2026-01-10 03:00:00
1666,293,temperature,21.55,2026-02-09 06:00:00
1667,356,soil_moisture,40.26,2025-12-13 08:00:00
1668,129,soil_moisture,34.48,2026-04-19 15:00:00
1669,170,soil_moisture,38.09,2025-07-04 12:00:00
1670,171,temperature,26.06,2026-01-15 02:00:00
1671,115,humidity,67.17,2025-10-26 04:00:00
1672,43,soil_moisture,34.34,2025-09-13 08:00:00
1673,227,rainfall,0.0,2025-10-17 20:00:00
1674,9,rainfall,0.0,2025-09-19 09:00:00
1675,376,soil_moisture,42.52,2025-09-13 21:00:00
1676,9,humidity,56.14,2025-09-21 07:00:00
1677,370,soil_moisture,28.82,2025-07-09 21:00:00
1678,53,humidity,40.51,2026-03-02 22:00:00
1679,135,soil_moisture,39.38,2025-12-06 14:00:00
1680,403,temperature,32.47,2025-11-07 10:00:00
1681,123,temperature,27.32,2025-11-15 10:00:00
1682,272,rainfall,0.0,2025-12-04 09:00:00
1683,418,temperature,30.11,2025-09-07 00:00:00
1684,419,rainfall,0.0,2025-09-24 13:00:00
1685,1,temperature,-99.0,2026-03-01 17:00:00
1686,309,temperature,23.76,2026-04-09 01:00:00
1687,322,rainfall,25.79,2026-01-16 16:00:00
1688,240,humidity,65.43,2026-04-21 12:00:00
1689,285,soil_moisture,31.68,2025-09-06 11:00:00
1690,431,humidity,66.61,2025-07-02 00:00:00
1691,437,temperature,30.76,2025-10-04 04:00:00
1692,413,rainfall,29.29,2026-01-12 23:00:00
1693,381,temperature,38.21,2025-10-24 02:00:00
1694,385,rainfall,0.0,2026-03-23 00:00:00
1695,285,humidity,43.79,2025-09-05 09:00:00
1696,201,rainfall,0.0,2026-03-31 11:00:00
1697,391,rainfall,0.0,2025-06-28 09:00:00
1698,303,soil_moisture,30.47,2025-08-22 03:00:00
1699,6,soil_moisture,42.76,2025-08-13 01:00:00
1700,9,rainfall,0.0,2025-09-20 11:00:00
1701,32,soil_moisture,38.85,2025-07-26 07:00:00
1702,13,temperature,22.37,2025-11-02 18:00:00
1703,43,rainfall,0.0,2025-09-12 03:00:00
1704,371,soil_moisture,26.58,2026-03-31 13:00:00
1705,77,humidity,50.61,2026-03-27 07:00:00
1706,171,soil_moisture,30.74,2026-01-15 21:00:00
1707,74,temperature,29.01,2025-10-22 18:00:00
1708,65,temperature,23.55,2025-07-09 07:00:00
1709,419,rainfall,0.0,2025-09-25 04:00:00
1710,424,temperature,26.85,2026-01-05 03:00:00
1711,192,humidity,50.68,2026-01-20 09:00:00
1712,65,temperature,22.69,2025-07-10 05:00:00
1713,140,temperature,24.82,2025-09-13 14:00:00
1714,178,rainfall,0.0,2025-12-16 14:00:00
1715,115,temperature,32.21,2025-10-25 08:00:00
1716,177,humidity,51.29,2026-03-12 12:00:00
1717,170,soil_moisture,42.48,2025-07-04 05:00:00
1718,24,temperature,24.52,2026-03-06 11:00:00
1719,167,humidity,82.85,2025-12-24 04:00:00
1720,161,humidity,43.77,2026-01-07 13:00:00
1721,238,soil_moisture,33.61,2025-11-24 17:00:00
1722,210,rainfall,0.0,2025-11-04 04:00:00
1723,5,rainfall,0.0,2026-04-07 12:00:00
1724,94,rainfall,57.07,2025-09-29 16:00:00
1725,186,rainfall,0.0,2026-01-28 22:00:00
1726,448,temperature,27.12,2025-12-14 00:00:00
1727,90,temperature,34.22,2025-08-20 17:00:00
1728,376,humidity,59.08,2025-09-14 07:00:00
1729,346,soil_moisture,29.7,2025-09-24 09:00:00
1730,273,temperature,26.89,2026-01-07 04:00:00
1731,351,soil_moisture,21.68,2026-02-14 21:00:00
1732,220,humidity,42.57,2026-01-30 12:00:00
1733,61,temperature,26.39,2026-02-05 04:00:00
1734,418,rainfall,0.0,2025-09-06 08:00:00
1735,73,soil_moisture,32.62,2025-10-08 07:00:00
1736,235,soil_moisture,34.31,2026-04-01 05:00:00
1737,257,rainfall,36.33,2025-07-03 22:00:00
1738,134,soil_moisture,36.64,2026-01-06 16:00:00
1739,294,humidity,51.32,2026-01-03 08:00:00
1740,220,rainfall,0.0,2026-01-29 14:00:00
1741,428,temperature,23.87,2026-02-01 03:00:00
1742,287,soil_moisture,43.18,2026-04-03 11:00:00
1743,427,humidity,47.5,2025-07-11 09:00:00
1744,123,rainfall,0.0,2025-11-16 17:00:00
1745,163,temperature,24.28,2025-07-04 20:00:00
1746,431,humidity,67.8,2025-07-02 10:00:00
1747,24,soil_moisture,37.23,2026-03-05 18:00:00
1748,238,soil_moisture,30.43,2025-11-26 07:00:00
1749,401,rainfall,0.0,2025-12-10 19:00:00
1750,193,soil_moisture,42.0,2026-03-18 13:00:00
1751,283,humidity,52.39,2026-02-21 06:00:00
1752,134,temperature,32.69,2026-01-07 08:00:00
1753,146,temperature,23.53,2025-08-15 12:00:00
1754,219,rainfall,59.36,2025-11-19 20:00:00
1755,17,temperature,35.28,2025-07-19 19:00:00
1756,428,temperature,25.29,2026-01-31 17:00:00
1757,66,humidity,47.07,2026-01-06 16:00:00
1758,403,humidity,55.77,2025-11-06 11:00:00
1759,196,humidity,62.39,2026-02-15 12:00:00
1760,61,humidity,54.17,2026-02-06 04:00:00
1761,222,humidity,66.77,2025-10-15 21:00:00
1762,192,soil_moisture,33.12,2026-01-19 16:00:00
1763,169,rainfall,0.0,2026-03-22 03:00:00
1764,389,humidity,40.59,2026-03-17 09:00:00
1765,308,humidity,49.26,2025-12-26 18:00:00
1766,411,soil_moisture,37.19,2025-08-24 21:00:00
1767,436,temperature,30.79,2026-02-12 04:00:00
1768,94,humidity,65.65,2025-09-28 19:00:00
1769,36,temperature,27.8,2026-03-20 14:00:00
1770,403,temperature,29.51,2025-11-05 11:00:00
1771,10,humidity,46.63,2026-03-30 10:00:00
1772,418,humidity,42.5,2025-09-06 09:00:00
1773,60,temperature,27.02,2026-03-06 16:00:00
1774,44,soil_moisture,35.95,2025-10-06 22:00:00
1775,184,humidity,44.0,2026-01-05 12:00:00
1776,66,soil_moisture,25.88,2026-01-07 00:00:00
1777,356,temperature,30.59,2025-12-13 19:00:00
1778,260,temperature,32.57,2025-09-22 16:00:00
1779,89,rainfall,0.0,2026-02-27 09:00:00
1780,135,soil_moisture,36.54,2025-12-05 11:00:00
1781,5,rainfall,0.0,2026-04-08 23:00:00
1782,300,humidity,70.54,2025-10-26 14:00:00
1783,78,temperature,37.47,2025-09-25 04:00:00
1784,28,soil_moisture,34.14,2025-07-10 12:00:00
1785,341,rainfall,0.0,2025-11-25 02:00:00
1786,424,temperature,26.13,2026-01-06 22:00:00
1787,55,humidity,69.59,2025-09-02 05:00:00
1788,309,temperature,21.17,2026-04-08 07:00:00
1789,142,rainfall,0.0,2025-11-16 17:00:00
1790,1,soil_moisture,36.96,2026-02-28 07:00:00
1791,303,rainfall,56.15,2025-08-21 10:00:00
1792,44,rainfall,45.3,2025-10-07 02:00:00
1793,389,soil_moisture,32.84,2026-03-17 16:00:00
1794,73,temperature,34.14,2025-10-08 12:00:00
1795,128,soil_moisture,46.89,2025-07-10 06:00:00
1796,197,soil_moisture,44.85,2026-03-16 21:00:00
1797,233,rainfall,0.0,2025-12-15 21:00:00
1798,114,humidity,48.91,2026-04-19 17:00:00
1799,424,temperature,26.11,2026-01-06 15:00:00
1800,226,rainfall,57.05,2026-04-23 12:00:00
1801,322,rainfall,0.0,2026-01-16 21:00:00
1802,72,rainfall,27.74,2025-08-20 11:00:00
1803,147,humidity,69.09,2026-03-09 14:00:00
1804,282,humidity,61.59,2026-01-11 02:00:00
1805,402,rainfall,0.0,2026-03-28 06:00:00
1806,115,temperature,31.14,2025-10-25 15:00:00
1807,318,temperature,33.74,2026-04-04 19:00:00
1808,290,temperature,30.6,2026-02-26 12:00:00
1809,305,rainfall,0.0,2025-06-26 18:00:00
1810,160,soil_moisture,39.75,2026-04-14 12:00:00
1811,9,temperature,33.22,2025-09-19 07:00:00
1812,204,temperature,29.72,2025-08-24 23:00:00
1813,362,humidity,59.53,2026-04-17 12:00:00
1814,343,humidity,59.41,2026-01-12 01:00:00
1815,142,humidity,68.62,2025-11-17 00:00:00
1816,296,rainfall,0.0,2025-08-20 13:00:00
1817,157,humidity,34.57,2026-01-19 19:00:00
1818,305,temperature,22.9,2025-06-26 05:00:00
1819,205,rainfall,48.76,2025-12-25 23:00:00
1820,446,rainfall,0.0,2026-04-20 11:00:00
1821,288,humidity,63.39,2025-07-07 01:00:00
1822,77,humidity,49.57,2026-03-27 09:00:00
1823,222,humidity,65.57,2025-10-16 19:00:00
1824,74,temperature,21.74,2025-10-23 03:00:00
1825,303,rainfall,0.0,2025-08-21 02:00:00
1826,143,rainfall,62.45,2025-08-12 02:00:00
1827,97,rainfall,0.0,2026-02-14 14:00:00
1828,197,temperature,27.75,2026-03-16 01:00:00
1829,13,humidity,70.86,2025-11-02 03:00:00
1830,308,humidity,49.15,2025-12-27 21:00:00
1831,219,rainfall,0.0,2025-11-20 07:00:00
1832,296,temperature,31.57,2025-08-20 11:00:00
1833,169,temperature,30.07,2026-03-22 05:00:00
1834,421,temperature,25.56,2025-07-12 01:00:00
1835,229,temperature,27.27,2025-11-13 01:00:00
1836,396,rainfall,0.0,2025-07-06 10:00:00
1837,310,humidity,69.91,2025-12-23 02:00:00
1838,402,humidity,56.14,2026-03-29 15:00:00
1839,167,humidity,68.21,2025-12-23 18:00:00
1840,165,temperature,20.06,2025-07-02 09:00:00
1841,168,humidity,67.72,2026-03-27 18:00:00
1842,211,soil_moisture,20.63,2026-02-02 14:00:00
1843,273,temperature,26.8,2026-01-06 01:00:00
1844,263,temperature,26.67,2025-12-21 14:00:00
1845,298,rainfall,0.0,2025-09-11 20:00:00
1846,18,rainfall,0.0,2026-03-15 02:00:00
1847,346,temperature,32.58,2025-09-24 09:00:00
1848,273,soil_moisture,34.11,2026-01-07 06:00:00
1849,396,rainfall,0.0,2025-07-06 00:00:00
1850,268,soil_moisture,38.79,2025-12-24 09:00:00
1851,371,humidity,61.21,2026-03-30 01:00:00
1852,219,soil_moisture,44.31,2025-11-20 21:00:00
1853,133,humidity,61.02,2025-07-03 07:00:00
1854,122,rainfall,34.18,2025-12-23 08:00:00
1855,353,humidity,31.28,2026-03-18 02:00:00
1856,113,soil_moisture,27.71,2025-07-27 06:00:00
1857,440,humidity,48.85,2025-07-09 10:00:00
1858,372,temperature,32.57,2025-10-29 01:00:00
1859,223,humidity,65.11,2025-12-15 11:00:00
1860,401,humidity,56.38,2025-12-10 19:00:00
1861,166,temperature,30.46,2025-11-30 02:00:00
1862,235,humidity,60.02,2026-03-30 06:00:00
1863,91,temperature,21.71,2026-02-23 04:00:00
1864,427,humidity,53.0,2025-07-10 12:00:00
1865,309,humidity,47.67,2026-04-09 00:00:00
1866,306,temperature,33.27,2025-12-30 04:00:00
1867,117,humidity,44.43,2025-08-23 03:00:00
1868,282,rainfall,0.0,2026-01-10 16:00:00
1869,171,temperature,29.89,2026-01-15 04:00:00
1870,311,humidity,47.23,2025-10-08 03:00:00
1871,295,soil_moisture,33.66,2026-04-10 22:00:00
1872,309,soil_moisture,25.25,2026-04-08 20:00:00
1873,205,humidity,74.24,2025-12-24 13:00:00
1874,129,soil_moisture,30.41,2026-04-19 14:00:00
1875,151,soil_moisture,28.74,2026-03-16 23:00:00
1876,367,rainfall,0.0,2025-11-21 02:00:00
1877,204,soil_moisture,40.29,2025-08-23 13:00:00
1878,223,humidity,69.17,2025-12-15 09:00:00
1879,205,temperature,28.61,2025-12-24 05:00:00
1880,178,soil_moisture,27.83,2025-12-15 05:00:00
1881,197,soil_moisture,39.68,2026-03-16 01:00:00
1882,94,humidity,74.84,2025-09-28 15:00:00
1883,298,humidity,57.87,2025-09-12 21:00:00
1884,444,temperature,30.69,2025-12-11 18:00:00
1885,447,humidity,51.19,2025-09-18 09:00:00
1886,142,rainfall,41.38,2025-11-15 05:00:00
1887,401,soil_moisture,29.5,2025-12-09 15:00:00
1888,341,rainfall,0.0,2025-11-25 00:00:00
1889,309,temperature,22.75,2026-04-09 04:00:00
1890,115,soil_moisture,31.55,2025-10-25 09:00:00
1891,391,humidity,48.44,2025-06-27 01:00:00
1892,117,rainfall,40.23,2025-08-22 10:00:00
1893,136,soil_moisture,27.25,2025-11-11 00:00:00
1894,298,temperature,29.64,2025-09-13 17:00:00
1895,49,rainfall,0.0,2025-09-29 21:00:00
1896,129,rainfall,23.79,2026-04-20 18:00:00
1897,90,rainfall,0.0,2025-08-20 22:00:00
1898,427,soil_moisture,29.08,2025-07-09 01:00:00
1899,391,temperature,27.15,2025-06-26 08:00:00
1900,53,soil_moisture,20.63,2026-03-03 02:00:00
1901,148,humidity,64.38,2025-12-03 18:00:00
1902,50,temperature,22.15,2026-03-11 10:00:00
1903,60,temperature,28.52,2026-03-07 00:00:00
1904,391,humidity,55.77,2025-06-26 12:00:00
1905,89,temperature,34.04,2026-02-27 05:00:00
1906,136,temperature,33.26,2025-11-10 15:00:00
1907,346,humidity,70.55,2025-09-24 16:00:00
1908,5,humidity,37.28,2026-04-07 20:00:00
1909,428,rainfall,0.0,2026-01-31 01:00:00
1910,78,temperature,30.03,2025-09-26 23:00:00
1911,212,soil_moisture,38.44,2025-11-17 09:00:00
1912,263,soil_moisture,26.66,2025-12-22 00:00:00
1913,78,humidity,39.44,2025-09-27 00:00:00
1914,134,humidity,47.72,2026-01-06 01:00:00
1915,419,humidity,58.71,2025-09-25 22:00:00
1916,212,temperature,27.06,2025-11-18 01:00:00
1917,396,temperature,29.28,2025-07-06 00:00:00
1918,376,temperature,30.97,2025-09-13 08:00:00
1919,184,humidity,43.19,2026-01-05 19:00:00
1920,185,soil_moisture,44.92,2026-03-05 12:00:00
1921,371,soil_moisture,24.47,2026-03-30 05:00:00
1922,376,rainfall,0.0,2025-09-14 11:00:00
1923,73,rainfall,0.0,2025-10-08 09:00:00
1924,117,rainfall,38.42,2025-08-21 01:00:00
1925,136,temperature,33.38,2025-11-11 09:00:00
1926,370,soil_moisture,30.87,2025-07-09 01:00:00
1927,298,temperature,29.71,2025-09-11 14:00:00
1928,272,temperature,26.96,2025-12-02 20:00:00
1929,74,humidity,42.0,2025-10-22 20:00:00
1930,340,temperature,31.86,2025-12-26 15:00:00
1931,147,humidity,67.48,2026-03-09 05:00:00
1932,151,rainfall,18.12,2026-03-17 21:00:00
1933,440,rainfall,37.17,2025-07-10 14:00:00
1934,99,temperature,34.96,2025-10-10 00:00:00
1935,343,humidity,60.41,2026-01-12 23:00:00
1936,10,humidity,42.55,2026-03-30 18:00:00
1937,134,rainfall,0.0,2026-01-06 11:00:00
1938,46,rainfall,55.88,2025-09-19 18:00:00
1939,318,humidity,33.96,2026-04-06 12:00:00
1940,196,soil_moisture,37.82,2026-02-17 02:00:00
1941,288,humidity,64.75,2025-07-06 23:00:00
1942,222,rainfall,0.0,2025-10-16 03:00:00
1943,197,rainfall,21.64,2026-03-16 03:00:00
1944,296,humidity,53.15,2025-08-21 12:00:00
1945,122,humidity,65.68,2025-12-22 04:00:00
1946,446,humidity,50.22,2026-04-22 07:00:00
1947,401,rainfall,59.48,2025-12-09 19:00:00
1948,129,humidity,43.06,2026-04-19 22:00:00
1949,137,rainfall,0.0,2026-03-13 04:00:00
1950,190,humidity,37.25,2026-02-10 22:00:00
1951,411,temperature,28.94,2025-08-23 06:00:00
1952,235,soil_moisture,31.59,2026-03-31 07:00:00
1953,205,soil_moisture,47.44,2025-12-24 09:00:00
1954,431,temperature,28.78,2025-07-01 21:00:00
1955,1,soil_moisture,35.45,2026-03-02 04:00:00
1956,7,temperature,30.69,2025-12-16 01:00:00
1957,300,soil_moisture,34.56,2025-10-25 03:00:00
1958,282,rainfall,0.0,2026-01-09 08:00:00
1959,290,humidity,44.06,2026-02-25 12:00:00
1960,427,humidity,52.79,2025-07-11 00:00:00
1961,142,soil_moisture,40.25,2025-11-15 03:00:00
1962,159,soil_moisture,27.89,2025-09-20 12:00:00
1963,78,soil_moisture,38.66,2025-09-25 20:00:00
1964,77,humidity,48.33,2026-03-27 17:00:00
1965,340,humidity,50.46,2025-12-26 05:00:00
1966,123,soil_moisture,30.5,2025-11-15 04:00:00
1967,137,temperature,25.28,2026-03-13 10:00:00
1968,18,rainfall,0.0,2026-03-16 07:00:00
1969,343,rainfall,57.42,2026-01-12 17:00:00
1970,142,temperature,31.07,2025-11-16 06:00:00
1971,403,humidity,53.81,2025-11-05 17:00:00
1972,60,humidity,45.03,2026-03-07 21:00:00
1973,341,rainfall,0.0,2025-11-26 09:00:00
1974,165,temperature,21.8,2025-07-01 17:00:00
1975,411,soil_moisture,38.84,2025-08-24 19:00:00
1976,129,rainfall,0.0,2026-04-19 06:00:00
1977,166,humidity,58.74,2025-11-29 01:00:00
1978,125,rainfall,0.0,2025-11-21 04:00:00
1979,97,humidity,59.92,2026-02-14 22:00:00
1980,384,soil_moisture,30.96,2025-08-17 00:00:00
1981,361,soil_moisture,27.8,2025-10-18 08:00:00
1982,70,temperature,28.75,2025-12-10 03:00:00
1983,148,rainfall,0.0,2025-12-04 02:00:00
1984,48,rainfall,0.0,2025-12-31 00:00:00
1985,177,humidity,50.98,2026-03-13 14:00:00
1986,30,humidity,55.99,2025-08-21 04:00:00
1987,184,humidity,40.15,2026-01-05 06:00:00
1988,321,rainfall,0.0,2025-09-10 17:00:00
1989,122,soil_moisture,48.4,2025-12-22 23:00:00
1990,148,temperature,35.34,2025-12-03 02:00:00
1991,135,temperature,26.11,2025-12-06 06:00:00
1992,255,rainfall,0.0,2025-11-03 03:00:00
1993,212,rainfall,0.0,2025-11-17 11:00:00
1994,90,humidity,59.98,2025-08-20 03:00:00
1995,142,soil_moisture,36.24,2025-11-16 12:00:00
1996,185,humidity,56.39,2026-03-05 00:00:00
1997,4,humidity,62.6,2026-04-11 07:00:00
1998,227,rainfall,0.0,2025-10-18 06:00:00
1999,178,rainfall,0.0,2025-12-17 02:00:00
2000,306,temperature,33.22,2025-12-30 15:00:00
2001,151,humidity,59.76,2026-03-16 09:00:00
2002,205,soil_moisture,44.68,2025-12-24 18:00:00
2003,223,temperature,26.42,2025-12-14 01:00:00
2004,386,rainfall,0.0,2026-04-05 15:00:00
2005,170,temperature,28.68,2025-07-03 12:00:00
2006,128,rainfall,0.0,2025-07-11 08:00:00
2007,208,soil_moisture,24.47,2026-01-15 05:00:00
2008,178,temperature,34.73,2025-12-15 05:00:00
2009,89,soil_moisture,37.56,2026-02-27 09:00:00
2010,89,humidity,68.9,2026-02-26 16:00:00
2011,268,soil_moisture,36.16,2025-12-23 03:00:00
2012,114,temperature,19.67,2026-04-19 04:00:00
2013,47,soil_moisture,35.84,2025-10-05 19:00:00
2014,154,temperature,31.13,2025-08-22 20:00:00
2015,226,soil_moisture,31.42,2026-04-21 16:00:00
2016,28,temperature,20.34,2025-07-09 03:00:00
2017,257,temperature,31.95,2025-07-03 01:00:00
2018,46,rainfall,45.33,2025-09-21 08:00:00
2019,128,rainfall,0.0,2025-07-09 06:00:00
2020,210,soil_moisture,41.19,2025-11-05 11:00:00
2021,77,temperature,22.57,2026-03-26 18:00:00
2022,290,temperature,29.72,2026-02-27 04:00:00
2023,222,rainfall,35.82,2025-10-15 10:00:00
2024,123,rainfall,46.4,2025-11-15 03:00:00
2025,125,soil_moisture,35.27,2025-11-22 11:00:00
2026,201,humidity,57.03,2026-03-31 04:00:00
2027,73,rainfall,53.53,2025-10-08 05:00:00
2028,277,rainfall,53.3,2025-09-11 19:00:00
2029,154,soil_moisture,26.29,2025-08-21 01:00:00
2030,342,soil_moisture,31.41,2026-03-30 04:00:00
2031,18,humidity,51.67,2026-03-15 16:00:00
2032,186,soil_moisture,42.7,2026-01-27 22:00:00
2033,263,rainfall,0.0,2025-12-22 18:00:00
2034,222,humidity,65.76,2025-10-16 10:00:00
2035,324,temperature,27.69,2026-01-25 01:00:00
2036,192,temperature,32.5,2026-01-20 13:00:00
2037,48,humidity,37.2,2026-01-01 23:00:00
2038,16,temperature,22.8,2025-08-19 07:00:00
2039,196,humidity,63.82,2026-02-15 14:00:00
2040,377,soil_moisture,30.85,2025-07-12 11:00:00
2041,384,rainfall,0.0,2025-08-16 18:00:00
2042,255,soil_moisture,42.72,2025-11-03 03:00:00
2043,46,humidity,70.37,2025-09-19 16:00:00
2044,177,humidity,63.06,2026-03-12 19:00:00
2045,18,rainfall,0.0,2026-03-15 01:00:00
2046,191,temperature,32.56,2026-04-07 13:00:00
2047,282,rainfall,0.0,2026-01-10 19:00:00
2048,211,rainfall,0.0,2026-02-02 17:00:00
2049,419,rainfall,24.71,2025-09-24 09:00:00
2050,161,humidity,40.04,2026-01-07 19:00:00
2051,157,humidity,37.64,2026-01-19 13:00:00
2052,268,humidity,66.17,2025-12-23 16:00:00
2053,160,rainfall,0.0,2026-04-16 01:00:00
2054,32,humidity,67.0,2025-07-26 03:00:00
2055,421,temperature,26.9,2025-07-11 21:00:00
2056,268,humidity,67.92,2025-12-25 00:00:00
2057,306,humidity,69.85,2025-12-31 01:00:00
2058,177,rainfall,0.0,2026-03-12 13:00:00
2059,129,soil_moisture,23.54,2026-04-20 04:00:00
2060,193,humidity,46.39,2026-03-18 03:00:00
2061,418,temperature,35.64,2025-09-06 18:00:00
2062,413,humidity,46.58,2026-01-12 18:00:00
2063,442,humidity,50.32,2025-10-15 01:00:00
2064,78,temperature,32.97,2025-09-25 22:00:00
2065,323,soil_moisture,41.17,2025-07-25 01:00:00
2066,163,humidity,51.87,2025-07-03 21:00:00
2067,273,soil_moisture,41.95,2026-01-06 11:00:00
2068,305,temperature,21.24,2025-06-27 13:00:00
2069,238,temperature,26.51,2025-11-25 18:00:00
2070,171,soil_moisture,33.73,2026-01-17 09:00:00
2071,283,soil_moisture,44.44,2026-02-23 21:00:00
2072,377,soil_moisture,34.21,2025-07-11 08:00:00
2073,447,rainfall,0.0,2025-09-19 00:00:00
2074,113,temperature,29.19,2025-07-28 20:00:00
2075,190,soil_moisture,39.09,2026-02-11 08:00:00
2076,122,temperature,24.19,2025-12-21 23:00:00
2077,310,humidity,65.82,2025-12-23 01:00:00
2078,122,humidity,81.26,2025-12-23 03:00:00
2079,324,rainfall,0.0,2026-01-26 19:00:00
2080,1,temperature,24.26,2026-02-28 07:00:00
2081,201,temperature,31.88,2026-03-31 03:00:00
2082,290,temperature,29.19,2026-02-27 01:00:00
2083,171,soil_moisture,36.58,2026-01-17 11:00:00
2084,193,rainfall,27.64,2026-03-19 01:00:00
2085,53,rainfall,0.0,2026-03-02 20:00:00
