id,plot_id,crop,season,sown_date,harvest_date,expected_yield,actual_yield,status
294,366,paddy,rabi,2025-10-11 00:00:00,2026-01-28 00:00:00,4090.2,32989.9,H
295,424,wheat,rabi,2024-10-25 00:00:00,2025-03-12 00:00:00,3180.0,9509.2,H
296,198,wheat,rabi,2023-11-15 00:00:00,2024-03-29 00:00:00,3013.6,4314.8,H
297,120,paddy,rabi,2025-10-08 00:00:00,2026-03-05 00:00:00,4268.9,5816.8,H
298,209,sunflower,rabi,2026-10-26 00:00:00,,1154.4,,P
299,87,cotton,kharif,2025-07-02 00:00:00,2025-10-20 00:00:00,1968.8,6326.7,H
300,335,maize,kharif,2023-07-09 00:00:00,2023-12-04 00:00:00,5089.0,114802.3,H
301,432,cotton,kharif,2023-06-24 00:00:00,2023-11-15 00:00:00,1834.1,932.3,H
302,63,maize,rabi,2025-10-20 00:00:00,2026-03-01 00:00:00,6254.7,7099.3,H
303,176,sugarcane,kharif,2024-06-22 00:00:00,2024-10-30 00:00:00,74294.1,1204751.4,H
304,9,maize,kharif,2025-07-01 00:00:00,2025-10-19 00:00:00,5785.0,107607.7,H
305,361,sunflower,summer,2025-02-26 00:00:00,2025-05-26 00:00:00,1213.9,3286.1,H
306,228,wheat,rabi,2025-11-13 00:00:00,2026-03-04 00:00:00,3415.4,13022.2,H
307,64,sunflower,summer,2024-03-01 00:00:00,2024-06-08 00:00:00,1287.5,1800.5,H
308,364,groundnut,kharif,2023-07-26 00:00:00,2023-12-28 00:00:00,1466.2,4273.2,H
309,19,sugarcane,kharif,2026-06-01 00:00:00,,89331.8,,P
310,327,jowar,rabi,2024-11-06 00:00:00,2025-03-21 00:00:00,2179.5,15484.9,H
311,309,onion,kharif,2023-06-24 00:00:00,2023-10-16 00:00:00,14211.7,242490.6,H
312,268,sugarcane,kharif,2026-06-23 00:00:00,,78770.8,,P
313,130,chickpea,rabi,2023-11-21 00:00:00,2024-04-12 00:00:00,1586.1,2006.2,F
314,222,jowar,rabi,2023-11-16 00:00:00,2024-03-18 00:00:00,2412.4,5079.6,F
315,25,sugarcane,kharif,2025-07-11 00:00:00,2025-10-29 00:00:00,75469.5,1043482.7,H
316,414,paddy,kharif,2026-07-03 00:00:00,,3818.1,,P
317,169,sugarcane,kharif,2026-06-01 00:00:00,,76407.6,,P
318,13,onion,rabi,2024-10-04 00:00:00,2025-02-11 00:00:00,14744.1,106557.8,H
319,171,chickpea,rabi,2023-11-25 00:00:00,2024-03-10 00:00:00,1452.6,1940.9,H
320,32,paddy,rabi,2024-10-26 00:00:00,2025-02-11 00:00:00,3648.1,28919.2,H
321,313,jowar,rabi,2023-10-18 00:00:00,2024-01-29 00:00:00,2252.3,9775.6,H
322,386,jowar,rabi,2025-10-15 00:00:00,2026-02-16 00:00:00,2374.2,44041.4,H
323,52,groundnut,kharif,2025-07-19 00:00:00,2025-11-18 00:00:00,1411.8,1670.1,F
324,304,cotton,kharif,2026-07-12 00:00:00,,1790.0,,P
325,318,sunflower,rabi,2024-10-26 00:00:00,2025-02-05 00:00:00,1041.8,15497.5,H
326,334,groundnut,summer,2025-02-05 00:00:00,2025-05-31 00:00:00,1508.2,866.4,H
327,5,chickpea,rabi,2023-10-17 00:00:00,2024-02-29 00:00:00,1550.7,22945.7,H
328,103,cotton,kharif,2024-06-22 00:00:00,2024-11-09 00:00:00,1905.2,1770.2,H
329,170,onion,rabi,2025-11-14 00:00:00,2026-03-15 00:00:00,14378.9,86545.0,H
330,22,sunflower,rabi,2023-10-23 00:00:00,2024-02-14 00:00:00,1188.0,6898.4,H
331,394,groundnut,summer,2024-03-06 00:00:00,,1534.2,,A
332,16,chickpea,rabi,2024-11-15 00:00:00,2025-03-07 00:00:00,1455.2,5350.7,H
333,16,cotton,kharif,2024-06-08 00:00:00,2024-10-12 00:00:00,1918.2,7887.2,H
334,92,cotton,kharif,2024-07-04 00:00:00,2024-10-23 00:00:00,1979.0,1483.9,H
335,57,groundnut,kharif,2024-07-08 00:00:00,2024-11-18 00:00:00,1748.6,1395.6,H
336,410,onion,rabi,2026-10-04 00:00:00,,17837.1,,P
337,67,cotton,kharif,2025-07-23 00:00:00,2025-12-03 00:00:00,1701.7,1410.2,H
338,24,onion,kharif,2025-07-26 00:00:00,2025-11-22 00:00:00,15172.9,16055.3,F
339,447,maize,rabi,2024-10-26 00:00:00,2025-03-05 00:00:00,5980.1,51535.0,H
340,199,chickpea,rabi,2025-11-06 00:00:00,2026-03-06 00:00:00,1489.2,21760.2,H
341,254,sunflower,summer,2025-03-21 00:00:00,2025-06-16 00:00:00,1094.6,713.7,H
342,121,jowar,rabi,2024-11-13 00:00:00,2025-03-29 00:00:00,2153.2,4568.7,H
343,44,maize,kharif,2024-07-17 00:00:00,2024-11-26 00:00:00,5054.8,7590.6,F
344,173,jowar,rabi,2025-11-14 00:00:00,2026-03-17 00:00:00,2619.2,9982.4,H
345,92,sunflower,rabi,2024-10-12 00:00:00,2025-01-25 00:00:00,1126.0,797.2,H
346,41,sugarcane,kharif,2023-06-03 00:00:00,2023-10-14 00:00:00,67195.8,46298.0,H
347,169,sugarcane,kharif,2026-07-07 00:00:00,,80434.4,,P
348,71,chickpea,rabi,2023-11-10 00:00:00,2024-03-11 00:00:00,1518.9,11812.1,H
349,297,paddy,rabi,2026-10-28 00:00:00,,3856.7,,P
350,371,cotton,kharif,2024-07-24 00:00:00,2025-01-02 00:00:00,1779.2,2086.8,H
351,97,jowar,rabi,2024-11-15 00:00:00,2025-03-30 00:00:00,2061.7,3640.1,H
352,157,paddy,rabi,2026-11-11 00:00:00,,4098.1,,P
353,352,jowar,rabi,2024-10-19 00:00:00,2025-03-18 00:00:00,2063.2,21805.8,H
354,170,onion,rabi,2025-10-13 00:00:00,2026-01-25 00:00:00,16165.6,65385.6,H
355,292,sunflower,summer,2023-02-04 00:00:00,2023-06-04 00:00:00,1083.9,2247.4,H
356,14,maize,kharif,2023-07-10 00:00:00,2023-11-10 00:00:00,5059.5,51816.6,H
357,30,groundnut,kharif,2024-07-28 00:00:00,2024-12-11 00:00:00,1547.7,15941.5,H
358,215,sunflower,rabi,2025-10-05 00:00:00,2026-01-26 00:00:00,1131.5,1853.9,H
359,82,onion,rabi,2025-10-17 00:00:00,2026-03-11 00:00:00,16887.2,145038.0,H
360,74,sunflower,rabi,2025-10-17 00:00:00,2026-02-15 00:00:00,1347.7,13875.0,H
361,295,paddy,kharif,2024-07-12 00:00:00,2024-12-13 00:00:00,4631.7,9394.3,H
362,422,maize,rabi,2024-10-20 00:00:00,2025-03-15 00:00:00,5387.9,2347.2,H
363,358,onion,kharif,2025-06-08 00:00:00,2025-11-20 00:00:00,14358.1,62311.5,H
364,342,wheat,rabi,2025-11-25 00:00:00,2026-04-09 00:00:00,2747.7,2544.0,H
365,259,groundnut,summer,2025-02-09 00:00:00,2025-05-18 00:00:00,1602.9,2390.8,H
366,356,sunflower,summer,2024-03-28 00:00:00,2024-07-03 00:00:00,1162.8,687.0,F
367,70,groundnut,summer,2025-03-03 00:00:00,2025-06-01 00:00:00,1623.2,35910.1,H
368,72,sunflower,summer,2024-02-27 00:00:00,2024-05-23 00:00:00,1238.5,16603.5,H
369,380,jowar,rabi,2023-10-22 00:00:00,2024-02-16 00:00:00,2150.5,8757.0,H
370,18,chickpea,rabi,2025-10-27 00:00:00,2026-03-16 00:00:00,1530.8,16734.1,H
371,53,jowar,rabi,2025-10-20 00:00:00,2026-01-28 00:00:00,2075.0,24595.4,H
372,128,groundnut,kharif,2024-06-01 00:00:00,2024-10-15 00:00:00,1373.4,1126.2,F
373,349,wheat,rabi,2023-10-24 00:00:00,2024-02-11 00:00:00,2675.9,24372.2,H
374,166,chickpea,rabi,2025-10-18 00:00:00,2026-02-20 00:00:00,1584.3,21166.1,H
375,183,groundnut,kharif,2023-07-21 00:00:00,2023-11-28 00:00:00,1365.8,829.2,H
376,337,sugarcane,kharif,2023-06-07 00:00:00,2023-10-21 00:00:00,73355.9,854657.0,H
377,53,chickpea,rabi,2024-10-20 00:00:00,2025-02-17 00:00:00,1602.2,25070.7,H
378,395,maize,rabi,2024-11-28 00:00:00,2025-04-19 00:00:00,5470.5,4932.5,H
379,300,sunflower,summer,2025-02-17 00:00:00,2025-05-13 00:00:00,1103.7,15782.6,H
380,159,cotton,kharif,2024-06-02 00:00:00,2024-09-28 00:00:00,1732.2,20775.2,H
381,105,paddy,kharif,2026-07-24 00:00:00,,3739.2,,P
382,163,paddy,rabi,2026-11-25 00:00:00,,3858.6,,P
383,376,groundnut,summer,2024-02-18 00:00:00,2024-05-16 00:00:00,1795.2,11489.4,H
384,352,cotton,kharif,2025-07-06 00:00:00,,1870.1,,A
385,252,wheat,rabi,2023-10-07 00:00:00,2024-01-23 00:00:00,2720.3,19284.7,H
386,105,cotton,kharif,2025-07-10 00:00:00,2025-11-07 00:00:00,1919.7,2672.2,H
387,128,sugarcane,kharif,2025-07-21 00:00:00,2025-11-20 00:00:00,72661.5,212841.4,H
388,185,jowar,rabi,2024-11-15 00:00:00,2025-03-22 00:00:00,2403.8,9419.5,H
389,420,sunflower,rabi,2025-11-28 00:00:00,2026-03-13 00:00:00,1293.2,8159.2,H
390,79,chickpea,rabi,2024-11-15 00:00:00,2025-03-14 00:00:00,1380.5,1550.2,H
391,37,groundnut,kharif,2026-07-07 00:00:00,,1799.7,,P
392,3,paddy,rabi,2025-11-14 00:00:00,2026-03-19 00:00:00,4792.8,14532.5,H
393,329,onion,kharif,2025-06-04 00:00:00,2025-10-16 00:00:00,18074.2,110728.5,H
394,131,groundnut,summer,2026-03-23 00:00:00,2026-06-19 00:00:00,1672.4,3237.2,H
395,125,sunflower,rabi,2024-10-23 00:00:00,2025-03-14 00:00:00,1252.3,757.1,H
396,349,maize,rabi,2024-10-01 00:00:00,2025-01-16 00:00:00,5947.1,56776.6,H
397,204,onion,kharif,2025-06-14 00:00:00,2025-10-12 00:00:00,17582.8,25954.7,H
398,273,jowar,rabi,2026-11-25 00:00:00,,2666.0,,P
399,56,onion,rabi,2024-11-24 00:00:00,2025-03-17 00:00:00,18064.1,20153.6,H
400,87,sunflower,rabi,2023-10-25 00:00:00,2024-03-17 00:00:00,1170.4,3105.3,H
401,221,maize,kharif,2024-06-23 00:00:00,2024-10-19 00:00:00,5001.7,34230.6,H
402,231,onion,kharif,2024-06-02 00:00:00,2024-11-06 00:00:00,14477.1,18789.2,H
403,447,jowar,rabi,2026-10-28 00:00:00,,2159.6,,P
404,151,wheat,rabi,2023-11-03 00:00:00,2024-03-03 00:00:00,2662.6,14232.4,H
405,390,wheat,rabi,2023-11-25 00:00:00,2024-03-04 00:00:00,3253.7,4934.6,H
406,109,chickpea,rabi,2025-11-16 00:00:00,2026-03-26 00:00:00,1507.9,16424.9,H
407,350,groundnut,summer,2024-03-22 00:00:00,2024-07-10 00:00:00,1541.6,829.6,F
408,170,wheat,rabi,2025-11-24 00:00:00,2026-03-12 00:00:00,2658.9,14009.3,H
409,359,cotton,kharif,2025-07-17 00:00:00,2025-11-30 00:00:00,1886.5,271.4,F
410,417,groundnut,kharif,2026-07-28 00:00:00,,1825.4,,P
411,377,groundnut,summer,2024-03-13 00:00:00,2024-06-11 00:00:00,1527.2,5142.9,H
412,244,wheat,rabi,2024-10-23 00:00:00,2025-02-09 00:00:00,3444.0,56586.4,H
413,367,chickpea,rabi,2024-11-26 00:00:00,2025-03-11 00:00:00,1316.6,5626.6,H
414,448,sunflower,rabi,2025-10-16 00:00:00,2026-03-07 00:00:00,1214.6,5823.8,H
415,338,wheat,rabi,2025-10-06 00:00:00,2026-02-03 00:00:00,3474.5,24703.5,H
416,132,sunflower,rabi,2026-10-18 00:00:00,,1281.1,,P
417,47,groundnut,kharif,2025-06-21 00:00:00,2025-10-30 00:00:00,1541.0,16417.3,H
418,196,chickpea,rabi,2024-10-09 00:00:00,2025-01-24 00:00:00,1312.2,6093.5,H
419,304,cotton,kharif,2025-07-05 00:00:00,2025-12-16 00:00:00,1699.2,2694.5,H
420,160,paddy,kharif,2025-07-11 00:00:00,2025-12-17 00:00:00,4029.9,81953.6,H
421,267,onion,kharif,2023-07-01 00:00:00,2023-11-22 00:00:00,17691.3,340462.9,H
422,152,cotton,kharif,2026-07-05 00:00:00,,1683.0,,P
423,383,paddy,rabi,2024-10-09 00:00:00,2025-03-03 00:00:00,4293.2,1588.3,H
424,150,jowar,rabi,2024-10-27 00:00:00,2025-03-21 00:00:00,2191.6,18033.8,H
425,359,paddy,kharif,2025-07-10 00:00:00,2025-12-19 00:00:00,4400.7,4544.8,H
426,281,jowar,rabi,2025-11-12 00:00:00,,2321.8,,A
427,373,sugarcane,kharif,2026-06-23 00:00:00,,79123.4,,P
428,50,maize,rabi,2025-10-28 00:00:00,2026-03-22 00:00:00,5176.7,19549.4,H
429,227,sunflower,summer,2024-02-07 00:00:00,2024-05-14 00:00:00,1284.7,2718.3,F
430,295,wheat,rabi,2025-11-22 00:00:00,,3496.2,,A
431,243,maize,kharif,2023-07-19 00:00:00,2023-12-03 00:00:00,6275.0,97377.2,H
432,18,wheat,rabi,2025-11-10 00:00:00,2026-04-03 00:00:00,3189.4,35366.6,H
433,398,wheat,rabi,2026-11-09 00:00:00,,3242.5,,P
434,189,paddy,kharif,2023-06-04 00:00:00,2023-10-23 00:00:00,4378.2,3074.2,H
435,301,onion,rabi,2024-10-26 00:00:00,2025-03-12 00:00:00,14469.3,28935.7,H
436,223,sugarcane,kharif,2023-07-03 00:00:00,2023-12-05 00:00:00,87567.8,343269.5,H
437,417,paddy,rabi,2025-11-03 00:00:00,2026-03-16 00:00:00,4624.8,6813.2,H
438,334,wheat,rabi,2026-10-06 00:00:00,,3281.6,,P
439,3,chickpea,rabi,2024-10-02 00:00:00,2025-01-18 00:00:00,1431.5,3358.3,H
440,132,paddy,kharif,2023-07-12 00:00:00,2023-12-03 00:00:00,3786.2,5687.7,H
441,128,sugarcane,kharif,2025-07-22 00:00:00,2025-12-13 00:00:00,76711.1,325903.6,H
442,268,groundnut,kharif,2026-06-22 00:00:00,,1381.5,,P
443,19,cotton,kharif,2024-06-05 00:00:00,2024-10-31 00:00:00,1828.1,1952.3,H
444,374,onion,rabi,2023-11-09 00:00:00,2024-03-12 00:00:00,16718.9,28864.4,H
445,131,jowar,rabi,2025-10-03 00:00:00,2026-02-20 00:00:00,2567.5,4874.3,H
446,99,groundnut,kharif,2025-06-11 00:00:00,2025-11-18 00:00:00,1568.1,677.3,F
447,40,sugarcane,kharif,2025-06-22 00:00:00,2025-11-14 00:00:00,75818.7,809552.7,H
448,171,sugarcane,kharif,2024-07-01 00:00:00,2024-10-25 00:00:00,75125.4,121833.8,H
449,54,wheat,rabi,2025-11-19 00:00:00,2026-03-30 00:00:00,2723.9,16522.0,H
450,145,chickpea,rabi,2025-10-02 00:00:00,2026-01-20 00:00:00,1323.6,6641.0,H
451,413,chickpea,rabi,2025-10-09 00:00:00,2026-01-17 00:00:00,1478.4,22363.0,H
452,74,jowar,rabi,2023-11-23 00:00:00,2024-04-20 00:00:00,2219.4,26076.6,H
453,94,sunflower,summer,2025-03-09 00:00:00,2025-06-29 00:00:00,1207.4,21946.2,H
454,118,sugarcane,kharif,2024-07-25 00:00:00,2024-12-02 00:00:00,86078.7,218036.3,H
455,123,wheat,rabi,2025-10-03 00:00:00,2026-02-27 00:00:00,2900.8,10035.0,H
456,6,jowar,rabi,2025-11-17 00:00:00,2026-04-09 00:00:00,2758.5,44553.2,H
457,208,paddy,kharif,2026-06-23 00:00:00,,4455.3,,P
458,384,groundnut,kharif,2026-06-20 00:00:00,,1823.0,,P
459,346,chickpea,rabi,2024-10-12 00:00:00,2025-01-28 00:00:00,1405.7,3644.6,H
460,195,maize,rabi,2023-11-22 00:00:00,2024-03-16 00:00:00,6047.3,18292.7,H
461,149,sugarcane,kharif,2024-07-07 00:00:00,2024-10-25 00:00:00,83569.8,1057320.4,H
462,157,chickpea,rabi,2025-11-02 00:00:00,2026-03-04 00:00:00,1192.5,16608.1,H
463,55,paddy,rabi,2026-10-13 00:00:00,,3581.2,,P
464,221,sunflower,rabi,2023-10-14 00:00:00,2024-01-29 00:00:00,1348.7,1504.2,F
465,129,cotton,kharif,2025-07-10 00:00:00,2025-11-20 00:00:00,1761.3,37007.0,H
466,56,sunflower,summer,2024-02-12 00:00:00,2024-06-03 00:00:00,1022.1,1427.3,H
467,57,cotton,kharif,2023-06-13 00:00:00,2023-10-27 00:00:00,1931.7,1001.1,H
468,102,sunflower,summer,2023-03-16 00:00:00,2023-07-14 00:00:00,1198.4,635.4,H
469,385,jowar,rabi,2024-10-04 00:00:00,2025-03-03 00:00:00,2055.2,9556.7,H
470,393,cotton,kharif,2026-07-14 00:00:00,,1928.2,,P
471,223,sunflower,summer,2024-03-03 00:00:00,2024-06-23 00:00:00,1109.2,5313.0,H
472,128,sugarcane,kharif,2024-06-22 00:00:00,2024-12-01 00:00:00,76342.3,338682.8,H
473,53,chickpea,rabi,2024-10-08 00:00:00,2025-01-23 00:00:00,1245.6,4397.2,F
474,75,jowar,rabi,2025-10-03 00:00:00,2026-01-14 00:00:00,2313.9,10910.6,H
475,119,cotton,kharif,2025-07-02 00:00:00,2025-11-21 00:00:00,1760.6,138.2,F
476,187,sugarcane,kharif,2026-07-08 00:00:00,,87245.5,,P
477,94,paddy,kharif,2023-07-07 00:00:00,2023-11-12 00:00:00,4164.8,47502.5,H
478,95,sugarcane,kharif,2024-07-10 00:00:00,2024-11-04 00:00:00,68567.2,167453.9,F
479,442,maize,rabi,2024-11-24 00:00:00,2025-04-22 00:00:00,5646.7,85585.7,H
480,142,cotton,kharif,2023-06-05 00:00:00,2023-11-02 00:00:00,1931.0,34236.1,H
481,336,cotton,kharif,2026-07-04 00:00:00,,2038.6,,P
482,317,groundnut,summer,2026-03-25 00:00:00,2026-06-30 00:00:00,1616.1,16643.5,H
483,215,chickpea,rabi,2025-11-12 00:00:00,2026-03-20 00:00:00,1454.5,2103.7,H
484,248,jowar,rabi,2024-11-23 00:00:00,2025-03-11 00:00:00,2248.6,6120.9,H
485,356,cotton,kharif,2025-06-06 00:00:00,2025-10-22 00:00:00,1935.4,18129.3,H
486,206,onion,rabi,2024-10-01 00:00:00,2025-01-19 00:00:00,16345.1,7820.7,H
487,405,chickpea,rabi,2025-11-10 00:00:00,2026-03-04 00:00:00,1314.5,1571.9,H
488,115,paddy,kharif,2024-06-21 00:00:00,2024-10-18 00:00:00,4757.0,1662.9,H
489,448,paddy,kharif,2024-06-01 00:00:00,2024-10-30 00:00:00,4007.8,21838.5,H
490,43,chickpea,rabi,2026-10-14 00:00:00,,1313.9,,P
491,30,paddy,rabi,2024-11-06 00:00:00,2025-03-02 00:00:00,4794.2,79034.3,H
492,399,onion,kharif,2026-07-21 00:00:00,,17776.1,,P
493,325,onion,kharif,2025-06-11 00:00:00,2025-10-16 00:00:00,14578.8,12077.3,H
494,203,maize,rabi,2024-11-12 00:00:00,,6163.6,,A
495,93,sunflower,rabi,2024-10-19 00:00:00,2025-02-27 00:00:00,1359.6,5085.0,H
496,159,maize,kharif,2025-06-03 00:00:00,2025-09-30 00:00:00,4793.9,87794.5,H
497,207,wheat,rabi,2026-10-20 00:00:00,,2986.4,,P
498,11,wheat,rabi,2026-10-05 00:00:00,,3351.2,,P
499,138,maize,kharif,2023-06-18 00:00:00,2023-11-22 00:00:00,6025.1,24927.4,H
500,72,sunflower,summer,2024-03-11 00:00:00,2024-07-04 00:00:00,1075.6,3441.0,F
501,322,chickpea,rabi,2023-10-04 00:00:00,2024-02-15 00:00:00,1314.6,6514.8,H
502,73,paddy,kharif,2023-06-14 00:00:00,2023-10-26 00:00:00,3755.7,3242.8,H
503,351,jowar,rabi,2025-10-04 00:00:00,2026-01-26 00:00:00,2113.3,30799.8,H
504,316,groundnut,kharif,2024-06-02 00:00:00,2024-10-28 00:00:00,1432.5,1911.0,H
505,93,jowar,rabi,2026-11-20 00:00:00,,2290.8,,P
506,54,sugarcane,kharif,2026-07-09 00:00:00,,87523.4,,P
507,409,wheat,rabi,2024-10-11 00:00:00,2025-01-28 00:00:00,2998.3,39820.2,H
508,245,wheat,rabi,2025-11-24 00:00:00,2026-03-21 00:00:00,2769.5,22159.5,H
509,393,jowar,rabi,2024-11-14 00:00:00,2025-03-24 00:00:00,2539.3,15995.5,H
510,171,maize,kharif,2025-07-18 00:00:00,2025-12-06 00:00:00,5563.9,9877.5,H
511,118,jowar,rabi,2025-11-17 00:00:00,2026-04-02 00:00:00,2599.1,7272.8,H
512,45,cotton,kharif,2023-06-28 00:00:00,2023-10-17 00:00:00,1725.7,2167.1,H
513,57,paddy,rabi,2024-10-10 00:00:00,2025-02-16 00:00:00,3751.6,3035.4,H
514,216,cotton,kharif,2024-06-24 00:00:00,2024-10-20 00:00:00,1593.3,16381.6,H
515,376,paddy,rabi,2024-10-23 00:00:00,,4405.1,,A
516,429,onion,kharif,2023-06-12 00:00:00,,13979.2,,A
517,292,jowar,rabi,2024-11-24 00:00:00,2025-03-12 00:00:00,2578.6,4486.6,H
518,211,groundnut,summer,2026-02-10 00:00:00,2026-05-13 00:00:00,1434.8,4119.0,H
519,385,maize,kharif,2023-07-27 00:00:00,2023-12-11 00:00:00,5796.8,27772.6,H
520,425,sugarcane,kharif,2026-06-14 00:00:00,,72660.8,,P
521,48,chickpea,rabi,2024-10-13 00:00:00,2025-03-01 00:00:00,1213.5,873.9,H
522,287,onion,kharif,2026-07-16 00:00:00,,16733.0,,P
523,208,jowar,rabi,2023-11-21 00:00:00,2024-03-27 00:00:00,2180.2,21059.0,H
524,309,groundnut,kharif,2024-07-06 00:00:00,2024-11-27 00:00:00,1411.1,14581.0,H
525,159,cotton,kharif,2026-06-08 00:00:00,,1575.9,,P
526,292,onion,kharif,2025-07-02 00:00:00,2025-10-23 00:00:00,15110.0,21463.8,H
527,183,sugarcane,kharif,2025-06-11 00:00:00,2025-11-16 00:00:00,75441.0,43048.2,H
528,346,wheat,rabi,2025-10-17 00:00:00,2026-03-15 00:00:00,2774.7,7023.0,H
529,301,paddy,rabi,2024-10-22 00:00:00,2025-02-28 00:00:00,3669.2,8509.3,H
530,119,cotton,kharif,2026-06-17 00:00:00,,2065.8,,P
531,312,chickpea,rabi,2025-10-11 00:00:00,2026-02-06 00:00:00,1341.3,2798.0,H
532,365,jowar,rabi,2024-10-05 00:00:00,2025-02-18 00:00:00,2492.0,28559.9,H
533,74,sugarcane,kharif,2025-06-15 00:00:00,2025-10-23 00:00:00,70271.4,561014.3,H
534,296,groundnut,summer,2023-02-06 00:00:00,2023-05-31 00:00:00,1483.8,525.2,H
535,449,sunflower,rabi,2023-11-02 00:00:00,2024-03-04 00:00:00,1329.2,2121.3,H
536,349,maize,rabi,2024-11-12 00:00:00,2025-02-25 00:00:00,5800.6,38933.6,H
537,449,paddy,kharif,2026-06-23 00:00:00,,4276.6,,P
538,80,wheat,rabi,2025-10-19 00:00:00,2026-02-21 00:00:00,3429.1,15221.7,H
539,343,wheat,rabi,2025-11-21 00:00:00,2026-04-04 00:00:00,3472.1,41255.1,H
540,375,wheat,rabi,2025-10-13 00:00:00,2026-02-11 00:00:00,2695.0,10839.6,H
541,109,sunflower,rabi,2024-11-02 00:00:00,2025-03-16 00:00:00,1076.1,13915.6,H
542,164,onion,kharif,2025-07-02 00:00:00,2025-12-10 00:00:00,15335.2,18279.3,H
543,28,cotton,kharif,2026-07-09 00:00:00,,1873.3,,P
544,43,maize,kharif,2024-07-03 00:00:00,2024-11-09 00:00:00,6116.7,35400.8,H
545,110,sugarcane,kharif,2023-06-14 00:00:00,2023-10-23 00:00:00,88842.8,508811.5,H
546,215,sunflower,summer,2025-02-23 00:00:00,2025-06-15 00:00:00,1147.7,1614.7,H
547,6,chickpea,rabi,2023-10-11 00:00:00,2024-03-01 00:00:00,1604.3,26498.7,H
548,378,groundnut,kharif,2024-07-05 00:00:00,2024-11-23 00:00:00,1774.9,5179.1,H
549,209,sugarcane,kharif,2025-06-21 00:00:00,2025-11-06 00:00:00,81250.6,214773.2,H
550,382,cotton,kharif,2026-06-20 00:00:00,,1646.7,,P
551,108,cotton,kharif,2024-07-01 00:00:00,2024-11-07 00:00:00,2014.2,1068.8,H
552,359,sunflower,summer,2025-03-12 00:00:00,2025-06-27 00:00:00,1318.1,1351.1,H
553,172,wheat,rabi,2025-11-12 00:00:00,2026-03-03 00:00:00,3149.1,3248.5,H
554,146,jowar,rabi,2026-10-03 00:00:00,,2104.5,,P
555,9,onion,rabi,2023-11-24 00:00:00,2024-04-20 00:00:00,16594.4,271630.6,H
556,258,onion,kharif,2026-07-28 00:00:00,,14617.0,,P
557,398,sunflower,summer,2023-02-28 00:00:00,2023-06-23 00:00:00,1362.2,2744.3,H
558,238,jowar,rabi,2023-11-26 00:00:00,2024-03-19 00:00:00,2405.4,12807.6,H
559,158,jowar,rabi,2023-11-02 00:00:00,2024-02-10 00:00:00,2058.9,2697.0,H
560,266,onion,rabi,2024-10-19 00:00:00,2025-02-23 00:00:00,14760.8,88475.1,H
561,330,jowar,rabi,2025-11-05 00:00:00,2026-03-25 00:00:00,2321.1,25881.1,H
562,163,chickpea,rabi,2025-10-04 00:00:00,2026-02-26 00:00:00,1526.5,6997.9,H
563,402,jowar,rabi,2025-10-11 00:00:00,2026-02-01 00:00:00,2107.1,101.4,F
564,395,onion,kharif,2023-06-19 00:00:00,2023-10-31 00:00:00,13721.4,14820.6,H
565,325,groundnut,kharif,2024-06-10 00:00:00,2024-10-10 00:00:00,1617.0,1290.7,H
566,403,jowar,rabi,2026-10-09 00:00:00,,2713.2,,P
567,322,paddy,kharif,2023-07-20 00:00:00,2023-11-14 00:00:00,3704.9,18863.4,H
568,48,wheat,rabi,2024-10-13 00:00:00,2025-01-27 00:00:00,3091.7,122.0,F
569,321,wheat,rabi,2026-11-13 00:00:00,,3224.2,,P
570,231,maize,kharif,2024-06-06 00:00:00,2024-11-05 00:00:00,5611.0,6208.1,H
571,176,groundnut,summer,2025-02-06 00:00:00,2025-06-04 00:00:00,1716.0,21824.0,H
572,16,chickpea,rabi,2025-10-07 00:00:00,2026-02-07 00:00:00,1238.2,4463.3,H
573,113,wheat,rabi,2024-11-16 00:00:00,2025-03-08 00:00:00,3521.5,32969.8,H
574,151,sunflower,summer,2025-03-07 00:00:00,2025-06-16 00:00:00,1082.3,7098.9,H
575,144,jowar,rabi,2025-11-06 00:00:00,2026-04-05 00:00:00,2188.2,3391.7,H
576,229,jowar,rabi,2024-10-20 00:00:00,2025-02-21 00:00:00,2349.1,2641.8,H
577,324,wheat,rabi,2024-10-17 00:00:00,2025-02-10 00:00:00,3180.8,60880.6,H
578,331,chickpea,rabi,2025-10-04 00:00:00,2026-01-23 00:00:00,1529.8,970.8,H
579,126,wheat,rabi,2026-11-12 00:00:00,,3359.9,,P
580,63,paddy,rabi,2026-10-23 00:00:00,,3839.4,,P
581,291,groundnut,kharif,2025-06-13 00:00:00,2025-10-19 00:00:00,1648.9,2141.3,H
582,143,onion,kharif,2025-07-22 00:00:00,2025-12-27 00:00:00,15689.0,10429.6,H
583,26,sunflower,summer,2023-03-14 00:00:00,2023-06-14 00:00:00,1064.7,4980.5,H
584,197,cotton,kharif,2024-06-21 00:00:00,2024-11-28 00:00:00,1992.3,43417.2,H
585,146,maize,rabi,2023-10-11 00:00:00,2024-02-29 00:00:00,4701.8,6461.5,H
586,213,sugarcane,kharif,2024-07-13 00:00:00,2024-11-05 00:00:00,79320.9,69134.3,H
587,202,sugarcane,kharif,2025-06-27 00:00:00,2025-11-07 00:00:00,88242.3,59683.4,H
588,423,paddy,kharif,2023-07-28 00:00:00,2023-12-29 00:00:00,4482.6,52622.8,H
